rooms,halls,size,direction,height,decoration,unit_price,price
2,1,63.55,东南,中,,70810,450
2,1,64.81,南北,高,,67119,435
2,1,66.6,南北,低,,49550,330
2,1,104.97,南北,高,,45251,475
3,1,69.57,南北,中,,61808,430
2,1,57.09,南北,高,,66912,382
2,1,90.07,西北,中,精,61952,558
2,1,60.98,南北,中,,59036,360
3,1,78.39,东北,中,,69524,545
2,2,102.97,南,低,中,56327,580
2,1,83.66,南,低,,59646,499
2,1,62.66,东北,低,,75008,470
2,1,52.04,南,中,中,73021,380
3,2,135.83,东,低,精,59265,805
4,2,231.55,南北,中,精,86374,2000
1,1,87.33,南,低,,70995,620
2,1,69.51,西,低,,50352,350
2,1,83.48,西南,中,,71275,595
4,1,85.45,南北,高,,57343,490
3,1,115.89,南北,低,,47459,550
1,1,49.69,南北,高,,79493,395
1,1,90.7,北,低,,59537,540
2,1,63,东西,低,,66667,420
1,1,37.79,西南,高,,92617,350
2,1,74.5,南北,低,精,89664,668
3,2,130.04,南北,低,精,80744,1050
1,1,41.06,南,中,,62835,258
3,2,111.88,南北,中,,84912,950
1,1,167.74,西南,高,精,49779,835
2,1,59.87,南北,低,简,89861,538
2,1,82.06,西南,中,,66049,542
2,1,99.69,南,低,,70218,700
2,1,73.1,南北,中,,88919,650
3,1,134.99,南北,低,精,77784,1050
2,1,53.02,南,低,简,94304,500
2,1,86.22,,高,,47553,410
2,1,89.4,南,高,,80425,719
2,1,68.43,东南,中,,52609,360
1,1,51.01,南,高,简,65673,335
3,1,79.89,西南,中,,58205,465
1,1,57.85,南,低,,86430,500
2,1,67.86,西,低,,81049,550
4,2,166.76,南北,高,,52770,880
2,1,98.89,西南,高,,59662,590
2,1,74.91,东南,高,,80096,600
1,1,64.55,东西,高,精,61967,400
1,1,50.91,南,中,,63838,325
2,1,100.43,,中,,59743,600
1,1,59.34,南北,中,,75834,450
2,1,58.7,南北,中,,91993,540
3,1,76.2,西北,低,精,76115,580
2,1,60.75,南北,高,,65844,400
2,2,94.38,南北,中,,45561,430
1,1,63.19,南,中,,85457,540
3,2,134.69,南北,高,,86124,1160
1,1,57.98,西北,中,中,60366,350
2,2,111.59,东,高,,64074,715
2,1,57,南北,低,中,67895,387
3,2,138.63,东南,高,,90168,1250
2,1,53.31,东,高,,96792,516
1,1,47.87,西南,低,精,64968,311
2,1,55.91,东西,中,,65283,365
1,1,71.59,西南,中,,69842,500
2,1,62.05,南北,高,,72522,450
1,1,49.06,西南,低,,64207,315
2,2,115.7,南北,低,简,50130,580
3,1,88.47,东南,高,,57647,510
3,2,153.19,南北,中,,56988,873
2,1,60.09,南北,高,精,64903,390
2,1,63.51,南北,高,,63769,405
1,1,49.64,北,高,豪,73529,365
2,1,60.08,西南,低,,89880,540
4,2,161.21,南北,高,,38459,620
1,1,44.7,东,低,,74944,335
1,1,69.5,西北,中,,55396,385
2,1,64.92,南,中,,86260,560
2,2,104.12,南,低,精,86439,900
2,1,89.36,东,中,,64906,580
2,1,100.51,南,高,,74619,750
2,2,107.7,南北,高,,52925,570
2,1,144.31,东南,中,,72760,1050
1,1,43.1,南北,低,,69606,300
3,2,154.75,南北,中,,49952,773
1,1,105.51,西南,中,,93830,990
2,2,103.22,南,高,,66848,690
2,1,113.05,东,高,,57497,650
3,1,94.53,南北,中,,75108,710
3,1,114.93,东西,高,,72218,830
3,2,107.54,南北,高,,64162,690
3,2,121.6,南北,低,,72368,880
3,1,96.01,南北,高,精,84366,810
2,2,105.36,西南,中,,66439,700
2,1,107.43,东南,低,,64042,688
2,1,55.51,南北,中,,78364,435
2,1,74.21,西,低,中,64681,480
3,3,155.21,南北,高,中,80536,1250
3,1,109.07,南北,高,,59595,650
3,2,178.46,南北,中,,105346,1880
3,2,146.17,南,高,,75255,1100
3,1,73.06,南北,中,,73912,540
1,1,54.14,东,高,精,79424,430
3,1,89.24,南北,中,,107575,960
2,1,91.39,南北,低,精,60182,550
1,0,47.36,西,低,,67568,320
3,2,106.22,东北,高,,40388,429
3,1,123.61,西南,低,,60675,750
1,1,52.98,西南,高,,84938,450
2,1,53.87,南北,低,,87247,470
2,1,82.21,东北,低,,82715,680
2,1,83.44,南,低,,47939,400
1,1,46.79,西北,高,,67322,315
2,1,68.82,南北,高,,77012,530
2,1,57.3,南北,低,,61082,350
2,1,59.59,南,高,中,63769,380
3,1,123,南北,低,精,77967,959
3,1,98.34,南北,低,,49827,490
3,1,73.92,东西,中,精,53436,395
1,1,35.45,南,低,中,75035,266
2,2,117.6,南,高,,110544,1300
2,1,63.39,南北,高,中,55056,349
1,1,53.94,南,高,,67668,365
3,2,161.27,南北,低,精,65108,1050
1,1,61.73,西,中,精,74518,460
3,2,151.08,南北,低,,92004,1390
1,2,108.97,东,高,中,68826,750
2,1,57.36,南北,中,,94142,540
2,1,57.36,南北,高,,88040,505
3,2,155.2,南北,中,,69588,1080
2,1,58.44,南北,高,中,77002,450
2,2,92.44,东,低,精,91952,850
1,1,42.14,南,低,,79497,335
2,1,96.56,东西,高,,70423,680
4,2,180.46,南北,高,中,47656,860
2,1,81.44,南北,低,精,56483,460
4,2,120.4,,中,,72259,870
3,1,86.5,西,低,简,75723,655
2,1,120.3,,低,,67332,810
3,2,131.73,西南,高,,64526,850
2,1,98.95,,高,,61647,610
2,2,83.53,南北,低,,90387,755
3,1,67.46,南北,高,,72636,490
3,2,109.3,南北,高,,86917,950
3,2,133.7,西南,高,中,53104,710
1,1,42.92,南,中,,74557,320
2,1,71.88,南北,高,精,41736,300
1,1,74.97,西,低,,76697,575
3,2,142.61,东南,低,精,70121,1000
2,1,62.82,南北,低,,72429,455
1,0,41.51,北,高,,79981,332
2,1,53.15,西南,低,豪,88241,469
2,1,61.95,东南,中,豪,79903,495
3,2,141.63,南北,低,精,70536,999
5,2,163.4,东西,高,中,47736,780
2,2,141.15,东北,低,精,54552,770
2,1,90.93,西南,高,,68184,620
3,2,146.3,东南,高,简,34176,500
2,1,56.66,东西,低,,91776,520
2,2,120.1,南北,中,,84929,1020
1,1,60.11,东南,高,精,70704,425
3,2,150.8,东北,低,精,76923,1160
2,1,109.11,西南,中,精,87068,950
2,1,83.41,东南,高,,73133,610
2,1,83.52,南,中,,95785,800
1,0,35.55,北,低,精,77918,277
2,1,49.79,西南,中,,80337,400
1,1,61.38,南,中,,61909,380
1,1,43.94,北,高,精,102412,450
3,1,81.38,东西,低,,94618,770
3,1,121.7,,高,,59162,720
3,1,79.14,南北,中,中,79606,630
1,1,55.16,西,高,精,64358,355
2,1,54.82,东,高,,82087,450
2,1,61.64,南北,高,中,71382,440
2,1,89.29,南北,高,,49838,445
1,1,51.07,北,低,,64813,331
3,2,111.9,南北,高,,56300,630
2,2,109.2,东北,低,,65018,710
3,1,69.39,,中,简,100159,695
2,1,123.67,西南,低,,84903,1050
2,1,60.91,南北,高,,59104,360
2,2,110.2,南,低,,73503,810
1,1,55.41,南,中,,73994,410
2,2,85.2,东西,高,精,86854,740
2,1,58.81,东北,高,,57133,336
2,1,81.21,东北,高,,64032,520
3,1,74.91,南北,高,,61407,460
2,1,83.72,南,高,,69279,580
2,2,120.36,南,低,,59821,720
2,1,97.52,东北,高,精,84085,820
2,1,102.3,东南,低,中,72141,738
2,1,54.93,南,中,,72820,400
3,2,109.3,东,高,,56267,615
3,2,131.6,南北,低,,72948,960
1,1,67.01,南北,低,,55962,375
2,1,103.6,东南,高,精,75290,780
2,1,50.64,南,高,,77014,390
3,1,81.58,南,中,中,62515,510
3,2,146.06,南,低,精,56826,830
3,1,97.78,南北,低,,85396,835
2,1,83.48,西南,高,,71874,600
2,2,140.02,南,中,,77132,1080
2,2,100.08,东北,高,,83733,838
2,1,64.72,南北,中,,81891,530
3,2,139.9,东南,高,,82202,1150
1,1,46.07,南,低,,80313,370
3,2,117.2,南北,中,,102389,1200
2,1,60.59,南北,高,,80871,490
1,1,43.31,南,中,,65805,285
1,1,42.13,西,高,精,68835,290
2,1,140.2,东,低,,54922,770
1,1,52.3,西,高,,66922,350
2,1,73.06,南,中,,62962,460
1,1,42.22,南,高,,74609,315
2,2,115.3,南北,低,中,53773,620
2,1,80.58,西南,低,,63291,510
3,2,114,西北,中,,61316,699
2,2,99.41,西南,高,精,55326,550
3,1,58.87,南北,低,,47902,282
1,1,46.42,南北,中,,99095,460
3,1,87.18,南北,高,,66529,580
2,2,89.09,南,高,精,55899,498
1,1,51.76,南,低,,54096,280
3,2,107.4,南北,高,,80819,868
3,2,159.4,东南,高,,75282,1200
2,1,61.64,南北,中,中,47372,292
2,1,98.37,东南,低,,60994,600
3,2,148.23,西北,低,,55994,830
3,2,221.2,南北,低,精,63291,1400
2,1,75.37,南北,中,,79607,600
2,1,52.59,东南,中,,77011,405
3,1,58.85,南北,高,,56924,335
2,1,107.5,西,低,,37023,398
1,1,55.3,西,高,精,67812,375
1,1,50.59,东,高,,44475,225
2,1,104.4,东,中,,69923,730
1,1,53.99,东南,高,,64827,350
2,1,115.8,东北,低,中,48359,560
2,1,145.7,西北,中,豪,63143,920
1,1,62.61,北,高,精,57499,360
2,2,66.66,南北,中,精,102010,680
3,2,164.1,,中,,70079,1150
1,1,71.19,东北,高,,73746,525
2,1,82.37,南北,低,,50747,418
2,1,87.16,西,中,,90638,790
2,1,86.38,南,中,,79880,690
1,1,43.09,东北,低,,94686,408
2,1,59.67,南,高,,77929,465
3,2,150.2,西南,高,精,69907,1050
2,1,61.97,南北,高,,79071,490
2,2,103.78,南,中,精,89998,934
2,1,65.28,南,高,简,79657,520
2,2,117.8,南,低,,86587,1020
3,2,155.35,南北,低,,53428,830
3,1,118,西南,高,,77119,910
1,1,61.71,南,低,,59958,370
2,1,62.76,南北,中,,92416,580
2,1,100.6,西南,中,,80517,810
2,2,103.7,南,中,精,86789,900
3,2,148.6,西北,高,,56191,835
3,2,135.5,南北,中,精,67897,920
2,1,73.7,南北,中,,89552,660
2,1,54.12,南,中,中,66519,360
1,1,58.78,南北,中,,57843,340
1,1,40.01,南,高,,78730,315
3,1,71.29,南北,低,,77150,550
2,1,83.59,南,中,,52638,440
2,1,102.5,东南,低,,69268,710
2,1,61.95,南北,高,,59726,370
1,1,57.68,北,高,,79750,460
1,1,47.54,南,低,,89398,425
2,1,57.07,东西,高,,61328,350
1,1,69.39,西,中,,69895,485
2,1,85.72,东北,中,,66496,570
2,1,72.5,南北,高,,44138,320
3,1,116.9,南北,高,,61591,720
2,2,103.91,南北,高,,45231,470
2,1,103.8,南,高,中,57803,600
4,2,151.1,南北,低,,72799,1100
3,1,78.87,,低,,77976,615
1,1,55.06,东,低,,77189,425
3,1,118.99,西北,高,中,54626,650
3,2,153.29,南北,高,,61974,950
2,1,89.39,西,高,,67122,600
4,2,167.97,南北,中,,59534,1000
3,2,154.8,东南,高,,77519,1200
2,1,59.01,南北,中,,119641,706
2,1,64.61,南北,低,精,79864,516
2,1,60.78,南北,中,,78973,480
2,1,79.39,南北,低,,99509,790
2,1,60.92,东南,低,,63198,385
2,1,68.85,南北,高,,66812,460
2,1,80,南北,低,,81250,650
3,1,75.79,南北,低,,72569,550
2,1,85.27,东北,低,,70365,600
3,1,118.2,,中,精,69966,827
2,1,55.24,南北,高,,74222,410
2,1,70.86,南北,高,,74795,530
3,2,123.3,南北,低,精,71371,880
2,1,114.9,南,高,精,73977,850
3,2,176,,中,精,77273,1360
2,1,93.62,西南,低,简,59816,560
2,1,54.99,南北,中,,72740,400
1,1,60.49,西,高,,85965,520
2,1,55.61,南北,中,,71930,400
2,1,67.91,东西,低,精,68915,468
3,1,64.55,,中,,92951,600
1,1,71.96,东,中,精,63924,460
2,1,64.46,南北,中,,65157,420
3,1,109.8,东南,低,,68306,750
3,2,140.1,南北,低,,52819,740
2,1,95.26,南北,低,简,57737,550
3,2,156.3,南北,低,,69098,1080
4,1,146.91,南北,高,精,33013,485
2,2,104.4,西,高,,71839,750
2,1,65.57,东南,低,,89980,590
3,2,179.62,,低,,77942,1400
1,1,49.87,南,中,,80209,400
2,1,53.33,南北,低,精,52503,280
2,1,56.31,南北,低,,75475,425
3,1,76.77,南北,高,,77895,598
1,1,42.92,南,高,,71062,305
1,1,51.78,南,高,精,40556,210
2,1,61.62,南北,中,,64914,400
2,1,61.17,南北,中,精,89913,550
2,1,66.96,西,低,简,71685,480
2,1,80.35,西南,高,,77162,620
2,1,71.81,西北,中,,74920,538
3,1,79.17,南北,高,,71997,570
3,1,66.38,南北,中,中,67038,445
3,2,134.7,南北,低,,100223,1350
1,1,55.16,东,高,简,55294,305
1,1,40.32,南,低,,66964,270
2,1,71.89,南北,低,精,68160,490
1,1,58.43,南,低,精,77015,450
2,1,70.12,东西,高,,85568,600
2,1,86.9,南,中,,71346,620
2,1,57.31,东西,低,简,45367,260
2,2,103.8,南北,低,中,57803,600
2,1,63.87,西南,低,精,66855,427
2,1,86.22,西南,低,,67850,585
1,1,65.52,南北,中,,84707,555
3,1,111.5,东西,高,,62780,700
2,1,48.06,南北,中,,79068,380
2,1,122,南,低,精,79508,970
3,2,120.87,南北,低,,103417,1250
2,1,103.27,东南,低,,79985,826
2,1,56.89,南北,高,精,57128,325
2,1,56.5,南北,高,,69912,395
2,1,40.44,南北,中,简,84075,340
3,2,167.67,南北,低,,99600,1670
3,2,183.7,,高,,78933,1450
3,2,133.09,西北,中,精,71380,950
2,2,84.5,西南,高,,68639,580
1,1,61.93,西,中,,68626,425
2,1,88.12,东南,中,精,72628,640
2,1,92.94,南北,低,,145255,1350
2,2,128.7,南北,高,,81585,1050
3,2,167.3,西,低,,53198,890
1,1,78.09,西南,高,,99885,780
3,1,109.7,南北,中,,43300,475
3,1,58.85,南北,中,,57774,340
1,1,54.14,西,高,精,78500,425
3,2,184.48,南北,高,,69384,1280
2,1,51.81,南,中,,77977,404
1,1,48.76,东西,高,,59475,290
3,2,78.31,东南,高,,95773,750
3,1,73.07,东北,高,中,53373,390
3,1,77.4,南北,高,,74935,580
2,1,134.73,西,高,,102427,1380
2,1,73.57,南北,中,,74759,550
1,1,44.09,南,高,,72579,320
2,1,65.11,西南,高,精,53909,351
3,2,121.6,南北,高,,69079,840
2,2,162.26,东南,中,,73955,1200
1,1,60.36,北,低,,76209,460
2,2,120.5,东西,低,精,52282,630
3,1,81.62,南北,高,,89194,728
2,1,57.85,东西,中,,82973,480
2,2,100.87,东北,高,精,78319,790
2,1,59.64,南北,高,,75453,450
2,2,98.4,南,低,,83333,820
2,1,66.15,西南,中,,73469,486
2,1,54.25,南北,中,,81106,440
2,2,98.92,西南,低,精,79863,790
3,1,101.31,南,低,精,57250,580
2,1,59.75,南北,中,中,73640,440
2,1,55.13,南北,中,,81625,450
2,1,80.94,西北,中,,46948,380
1,1,66.56,西南,高,,67608,450
3,2,126.32,西北,中,精,60956,770
4,2,173.3,南,中,中,83670,1450
2,1,88.58,南北,高,,45157,400
3,2,147.03,东西,低,,74815,1100
2,1,62.18,南北,高,,57896,360
1,1,39.18,北,高,,71465,280
1,1,35.78,南,低,精,93628,335
1,1,84.25,东,中,,92582,780
4,2,297.15,南北,低,,87498,2600
1,1,72.55,西南,低,,66850,485
4,3,126.54,南北,低,精,93251,1180
3,2,117.81,南北,低,,84882,1000
2,1,61.48,南北,高,,74821,460
1,1,46.91,南,高,,55212,259
3,1,71.28,东西,低,,91190,650
2,1,77.2,南北,高,,56995,440
3,1,85.69,南,高,,68269,585
3,2,159.64,南北,中,,103358,1650
2,1,79,东南,高,,56962,450
1,1,59.53,西,中,精,58794,350
2,1,88.45,南北,中,简,56529,500
2,1,58.19,南,高,,96236,560
1,1,58.63,东,低,,72830,427
2,1,58.64,南北,中,,76739,450
1,1,52.06,西南,中,,92778,483
1,1,36.74,北,低,,88459,325
4,2,254.12,西南,高,,62962,1600
2,2,123.3,南北,低,,101379,1250
2,1,53.26,东西,低,,78858,420
1,1,44.16,南,中,精,81522,360
3,2,133.5,西南,低,精,67416,900
2,1,58.76,东西,中,精,56161,330
1,1,56.92,东西,低,中,65004,370
3,2,105.3,南北,高,,57930,610
2,1,102.35,南北,低,,83830,858
2,1,59.37,南北,高,,73269,435
2,1,93.82,南,中,,91665,860
2,1,54.37,南北,低,,84605,460
1,1,39.91,南,中,,80180,320
2,2,127.53,南北,低,,67435,860
3,1,109.2,南北,中,,47161,515
1,1,45.19,西,中,,95154,430
1,1,64.53,北,中,,77483,500
2,2,96.82,西北,高,中,42347,410
2,1,56.76,南,低,精,68710,390
2,2,111.54,南北,低,精,92344,1030
3,1,105.54,南北,高,,59693,630
3,2,130.19,南北,中,,126738,1650
1,1,56.29,南,高,,73725,415
1,1,50.3,南,中,,79523,400
1,1,62.23,南,高,,65403,407
2,1,113.2,南北,低,精,62721,710
1,1,43.32,南北,低,,73869,320
2,1,88.32,东,高,,74728,660
1,1,43.91,南,中,,88818,390
3,2,124.88,南北,高,,68065,850
2,1,105.82,,高,精,60008,635
3,1,72.08,南北,高,,88790,640
1,1,65.91,东,低,精,57654,380
2,1,88.3,南北,中,,97395,860
3,1,59.94,南北,中,,116783,700
3,1,80.84,南北,中,,86591,700
2,1,54,南北,中,,87963,475
2,1,98.98,西北,高,,60618,600
1,1,74.2,东南,高,,69407,515
2,2,55.89,南北,高,精,76042,425
3,2,146.39,东西,中,,78557,1150
2,1,63.82,东北,低,,90097,575
1,1,46,南,中,,53261,245
2,2,106.3,南北,高,,90310,960
2,1,75.67,南,低,,59469,450
4,2,150.56,南北,低,,65755,990
2,1,91.9,西南,低,中,89227,820
3,1,81.91,,低,,68368,560
2,1,148.51,东南,中,,86863,1290
1,1,59.78,西,高,,81967,490
2,1,53.14,南北,中,精,84682,450
3,1,70.85,西北,高,简,81863,580
1,1,44.29,南,中,,90314,400
4,2,121,南北,低,,103306,1250
2,1,80.36,南,高,,55998,450
3,2,161.71,东南,中,精,63694,1030
2,1,49.67,东北,中,,82545,410
2,1,62,南北,中,,87097,540
3,2,162.22,,中,,78597,1275
2,2,99.5,南北,低,,61809,615
2,1,75.17,西南,低,,69177,520
2,1,45.7,,低,,117068,535
3,2,160.01,南北,中,,53122,850
2,1,55.99,,中,,71441,400
3,2,133.46,东南,高,,71182,950
1,1,58,东,中,,56897,330
1,1,47,南,高,,59574,280
1,1,54,东南,高,,77778,420
3,2,137.69,西南,低,,79890,1100
3,1,69.48,南北,中,,58722,408
3,2,133,西北,高,,52632,700
3,1,74.23,南北,高,,68705,510
1,1,66.28,南,高,精,59897,397
1,1,46.7,南,高,,107066,500
3,1,94.62,南北,高,精,68696,650
3,1,105.64,东南,低,,70996,750
2,1,111.73,西北,中,精,73391,820
2,1,99.29,东,低,,72515,720
4,2,215.86,南北,中,,71806,1550
2,1,63,东南,低,,63492,400
3,2,163.7,南北,低,,88577,1450
2,1,124.41,南北,低,,128607,1600
2,1,65.24,,低,精,69896,456
2,2,95.72,,高,,69996,670
2,2,104.33,南北,低,精,61344,640
3,2,78.79,南北,高,,63460,500
3,1,76.83,南北,中,,82910,637
4,2,241,南北,低,精,78008,1880
4,2,180.93,东北,中,豪,74614,1350
1,1,55.47,南北,中,,57689,320
2,1,83.93,西南,中,,81020,680
2,1,90,东北,高,精,83333,750
3,1,129.75,东南,低,,71676,930
3,1,84.56,,低,,53808,455
3,1,61.21,南北,高,,77112,472
3,2,143.19,南北,低,,101264,1450
2,1,113.74,东南,高,,71655,815
1,1,42.66,西南,低,中,85560,365
3,1,118.36,南北,低,,77729,920
2,1,92.23,南,低,,54212,500
1,1,56.4,东南,低,中,57624,325
4,2,227.06,南北,低,,92487,2100
2,2,98.55,西北,中,精,57839,570
3,2,140.1,南北,中,,89936,1260
3,1,68.62,南北,低,,75780,520
2,1,54.32,南北,低,,68115,370
2,1,48.79,东南,低,,102480,500
1,1,54.75,北,高,中,56621,310
1,1,59.98,西南,低,精,76692,460
2,1,72.53,西南,低,中,93754,680
2,2,106,西,低,,66981,710
3,1,167.7,东北,中,精,51282,860
1,1,51.98,南,中,,61562,320
2,1,97.22,南北,高,,61510,598
3,2,132.44,东南,高,中,49834,660
2,1,98.52,西南,高,,50751,500
3,2,181.68,东南,高,,71004,1290
3,2,218.96,西北,高,,51973,1138
2,1,65.01,南北,低,,66913,435
2,1,47.18,南北,高,,75880,358
2,1,99.28,西南,中,,47341,470
3,1,127.09,南北,低,精,80258,1020
2,1,60.19,东西,低,,74763,450
2,2,87.57,东,低,豪,82220,720
2,1,70.01,东南,高,,96415,675
3,1,70.24,东西,中,,63781,448
3,1,81.97,西南,中,,89057,730
2,1,54.8,南北,低,,51095,280
4,2,151.1,南北,低,精,76770,1160
1,1,49.39,东南,高,,78963,390
2,1,59.08,西南,中,,102404,605
1,1,40.28,东西,低,中,86892,350
2,1,64.41,东北,中,,58997,380
2,1,62.39,南北,高,,58984,368
2,2,99.68,东南,高,精,77247,770
1,1,54.41,西南,中,精,68002,370
1,1,34.23,南,中,,81800,280
3,2,145.01,,低,精,79305,1150
4,2,197.7,南北,高,,69803,1380
3,1,104.12,南北,低,,72032,750
1,1,59.35,西南,低,,72452,430
2,1,56.69,东西,低,,84671,480
3,1,100.43,西南,高,精,84636,850
3,2,92.83,西南,低,精,86179,800
3,2,142.16,南北,低,,62465,888
3,2,119.6,南北,高,,55184,660
1,1,47.31,南北,高,,86662,410
2,1,81.88,北,低,精,34807,285
1,1,44.46,南,高,,69726,310
2,1,49.63,东南,高,,62462,310
3,1,132.49,南北,中,,79251,1050
3,2,125.61,南北,低,,67670,850
5,2,233.57,南北,低,,94190,2200
2,2,83.59,南,低,,51442,430
2,1,54.62,南北,高,,79824,436
3,2,134.69,南北,高,,95033,1280
1,0,40.31,西,低,精,71942,290
2,1,56.69,南北,低,,71970,408
2,1,100.5,南北,中,精,71642,720
2,1,67.01,南北,低,,59693,400
2,1,65.63,东南,高,,63233,415
3,2,139.98,,中,,56437,790
3,1,85.3,南北,高,,69988,597
1,1,49.33,北,低,,67910,335
1,1,51.58,南,低,,65917,340
2,1,92.84,东南,中,,75183,698
2,1,91.34,南北,中,,49814,455
2,1,97.1,南北,中,,89598,870
2,2,92.34,东北,中,,75699,699
2,1,56.01,南,高,,84449,473
3,2,123.06,西南,低,,81099,998
3,1,110.9,东北,低,,49594,550
2,1,126.44,南北,高,,78298,990
2,1,66.06,东北,高,中,69634,460
2,1,58.49,南,低,,80356,470
1,1,52.62,东北,低,,96921,510
3,1,111.42,,高,简,58338,650
3,2,157.13,南北,高,精,79552,1250
1,1,57.74,北,高,,90059,520
3,1,154.16,南北,高,,64868,1000
1,2,73.19,南,高,精,109305,800
2,1,75.53,东北,低,,48987,370
2,1,106.12,南北,低,,98756,1048
3,2,152.09,南北,中,,71011,1080
2,1,53.85,西南,高,精,64995,350
2,1,57.38,东西,高,,60997,350
3,1,102.94,东北,高,,61201,630
3,2,136.9,东南,中,简,59898,820
3,2,136,南北,高,,67647,920
3,1,70.68,东西,高,,84890,600
2,2,108.17,西南,中,中,71184,770
2,2,102.56,东北,高,,71665,735
2,1,58,南北,高,,55172,320
2,1,64.36,南北,中,精,82349,530
2,1,99.96,南北,低,,66026,660
2,2,84.92,南北,高,简,61234,520
2,1,95.9,西,低,,88634,850
4,1,171.51,南,低,,69967,1200
3,2,182.12,西南,中,,79618,1450
1,1,44.12,南,低,,72529,320
4,2,292.52,东北,低,,54697,1600
2,1,89.53,南北,中,,55847,500
2,1,93.76,西南,高,,67193,630
3,1,77.95,南北,高,,56446,440
3,1,109.8,南北,中,,72404,795
3,2,145.45,西南,高,,56377,820
2,1,51.22,东北,高,,81999,420
1,1,59.35,南,中,中,67060,398
1,1,46.82,南北,低,精,82230,385
2,1,90.51,东西,中,,81206,735
2,1,54.56,南,低,精,40689,222
3,2,177.38,西南,高,,66524,1180
2,1,119.91,东西,低,,80060,960
2,2,101.7,西南,低,,55949,569
3,1,110.45,,低,精,54323,600
2,1,84.72,南北,低,,44263,375
2,1,56.41,南,高,,77114,435
2,1,84.79,东南,低,,63687,540
3,1,133.87,东南,中,,73205,980
3,2,173.86,东西,低,,69021,1200
2,1,89.6,西南,中,,53571,480
2,2,136.54,东西,低,,65182,890
2,1,145.27,西北,低,,63330,920
2,1,56.54,南北,低,,71631,405
4,2,210.6,南北,高,精,87844,1850
1,1,67.74,东北,中,,58459,396
2,2,98.29,南北,低,精,78340,770
3,1,119.9,南,低,,51710,620
2,1,96.36,南北,高,精,84060,810
2,1,63.45,南北,中,,70922,450
2,1,47.89,南,中,精,70996,340
1,1,83.44,北,低,,75503,630
4,2,179.89,西南,高,,86164,1550
2,1,62.44,南北,低,,91288,570
3,1,70.04,南北,高,,89949,630
2,2,102,西北,低,,66667,680
2,1,57.09,南北,低,,80575,460
2,1,82.8,南北,低,,90580,750
1,1,57.19,东南,中,,57702,330
3,2,145,南北,中,精,82759,1200
1,1,56.14,南,中,中,66797,375
2,1,73.85,西南,低,,75829,560
1,1,34.07,南北,低,,49897,170
2,2,102,西,中,,58824,600
2,2,102,西,中,,58824,600
3,1,72.95,南北,高,中,84990,620
2,1,88.57,东,低,,76775,680
2,1,112.6,东西,中,中,59680,672
2,1,53.77,东北,低,,75321,405
4,2,196.41,南北,高,,63642,1250
3,1,142.95,西北,低,中,63659,910
2,1,59.52,东西,高,,67204,400
3,1,87.2,南,低,,75688,660
1,1,57.03,西,高,,43837,250
2,1,69.86,南北,低,,55826,390
2,1,100.97,南北,中,,55462,560
2,1,89.27,西南,中,,68108,608
1,1,75.58,东北,高,,79386,600
3,1,92.43,南北,高,,47604,440
2,2,79.88,南北,高,中,56335,450
1,2,97.76,西,低,精,52169,510
3,2,138.64,南北,中,中,83670,1160
2,1,76.87,东北,中,精,49434,380
2,2,86.5,东南,低,,95954,830
1,1,45,东,中,,84444,380
2,2,100.91,东西,高,,79279,800
3,3,164.36,南北,低,精,88221,1450
2,1,127,东,低,,55118,700
2,1,150.25,西南,高,精,73211,1100
3,1,79.82,东北,中,,78928,630
3,2,144.12,,中,,76325,1100
3,2,158.94,南,高,,50333,800
2,1,96.48,南,中,,54934,530
3,1,80.33,东南,低,,78426,630
2,1,85,南,高,,62353,530
2,2,120.26,东南,低,,48229,580
4,2,132.69,东南,中,,66320,880
1,1,69.41,南北,低,精,67714,470
3,2,191,南北,高,精,130890,2500
1,1,56.74,北,中,,98696,560
2,1,58.63,东北,高,,69077,405
4,2,162,南北,中,,110000,1782
3,1,67.04,南北,高,,76074,510
1,1,66.94,东,中,精,67224,450
2,1,89.75,西北,高,,64624,580
3,2,138.68,南北,低,精,73262,1016
3,2,111.64,东西,低,,68076,760
1,1,64.79,北,低,,55564,360
4,2,183.51,南北,中,,68116,1250
2,1,95.73,西南,中,中,61632,590
3,2,102.02,西北,低,,74495,760
1,1,47.41,南北,中,,63278,300
3,1,169.5,南北,高,,81416,1380
3,1,90.22,东西,高,,73155,660
2,2,105.9,西北,中,,61379,650
4,2,178.88,南北,低,,77147,1380
1,1,35.02,西,中,,102798,360
2,1,60.98,东西,中,,72975,445
2,1,52,南北,低,,86538,450
3,1,71.98,西南,高,,77105,555
2,1,50.76,南北,低,,94563,480
2,2,108.94,东西,中,,71599,780
3,1,150.28,西南,高,精,76524,1150
3,2,132.53,南北,高,,70173,930
3,2,126.43,南北,高,,99660,1260
3,2,85.91,南北,高,精,116401,1000
3,2,126.57,南北,低,,63206,800
4,2,166,南北,中,,77108,1280
1,0,58.54,西,高,,55518,325
2,2,110.67,东,高,,67769,750
1,1,105.14,东,高,,85600,900
4,2,259.05,南北,低,,67979,1761
4,3,251.4,南北,高,,51710,1300
3,1,127.1,东南,低,,59009,750
2,1,152.9,南北,中,,78483,1200
5,多,330.21,东西,高,,56025,1850
5,3,221.08,南北,高,,54279,1200
3,1,62.09,南北,低,,86326,536
4,2,207.39,南北,高,,86793,1800
3,2,193,东南,中,精,75026,1448
